WELL_ID,WELL_TYPE,LATDD,LONGDD
4637,Oil or Gas,30.25998264,-96.40039841
4637,Oil or Gas,30.25998264,-96.40039841
4637,Oil or Gas,30.25998264,-96.40039841
4637,Oil or Gas,30.25998264,-96.40039841
4637,Oil or Gas,30.25998264,-96.40039841
4637,Oil or Gas,30.25998264,-96.40039841
4638,Oil or Gas,30.35986159,-96.2015
4638,Oil or Gas,30.35986159,-96.2015
4638,Oil or Gas,30.35986159,-96.2015
4638,Oil or Gas,30.35986159,-96.2015
4638,Oil or Gas,30.35986159,-96.2015
4638,Oil or Gas,30.35986159,-96.2015
4639,Oil or Gas,30.18294271,-96.25473108
4639,Oil or Gas,30.18294271,-96.25473108
4639,Oil or Gas,30.18294271,-96.25473108
4639,Oil or Gas,30.18294271,-96.25473108
4639,Oil or Gas,30.18294271,-96.25473108
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4640,Oil or Gas,30.09825,-96.254618
4641,Oil or Gas,30.330003,-96.394361
4641,Oil or Gas,30.330003,-96.394361
4641,Oil or Gas,30.330003,-96.394361
4641,Oil or Gas,30.330003,-96.394361
4641,Oil or Gas,30.330003,-96.394361
4642,Oil or Gas,30.156384,-96.44881
4642,Oil or Gas,30.156384,-96.44881
4642,Oil or Gas,30.156384,-96.44881
4794,Withdrawal of Water,30.213055,-96.426388
4794,Withdrawal of Water,30.213055,-96.426388
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
6376,Oil or Gas,30.241742,-96.654718
7886,Withdrawal of Water,30.33577,-96.16078
7887,Withdrawal of Water,30.32556,-96.15194
7887,Withdrawal of Water,30.32556,-96.15194
7887,Withdrawal of Water,30.32556,-96.15194
7888,Withdrawal of Water,30.29611,-96.13194
7905,Withdrawal of Water,30.26566,-96.112
7910,Withdrawal of Water,30.18306,-96.18361
7910,Withdrawal of Water,30.18306,-96.18361
7911,Withdrawal of Water,30.18056,-96.18056
7911,Withdrawal of Water,30.18056,-96.18056
7912,Withdrawal of Water,30.18167,-96.20083
7912,Withdrawal of Water,30.18167,-96.20083
